id ;pg ;wilayah;lokasi
1752;PG3;AW23;571B2A
1753;PG3;AW23;571B2B
1754;PG3;AW23;571C1
1755;PG3;AW23;571C2
1756;PG3;AW23;572F1
1757;PG3;AW23;572F2
1758;PG3;AW23;573A2A
1759;PG3;AW23;573A2B
1760;PG3;AW23;573E1
1761;PG3;AW23;573E2
1762;PG3;AW23;573F2
1763;PG3;AW23;573F3
1764;PG3;AW23;573F4
1765;PG3;AW23;574B1
1766;PG3;AW23;574B2
1767;PG3;AW23;555C3
1768;PG3;AW23;555D2A
1769;PG3;AW23;555D2B
1770;PG3;AW23;555D2C
1771;PG3;AW23;561DS
1772;PG3;AW23;564BS
1773;PG3;AW23;564DS
1774;PG3;AW23;565B2S
1775;PG3;AW23;565DS
1776;PG3;AW23;565E2S
1777;PG3;AW23;565FS
1778;PG3;AW23;566A3
1779;PG3;AW23;566E2S
1780;PG3;AW23;573CS
1781;PG3;AW23;573DS
